,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
693,3092,462,Avenida Infante Dom Henrique,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,a647ef84-feaf-459b-ac6e-3bc6e193c848,206.373720550375,"LINESTRING (-9.12397206510912 38.7120869596878, -9.123971884547741 38.7120868944991, -9.123964813415069 38.7120848899331, -9.12395740818582 38.7120838538327, -9.12394988500534 38.7120838164401, -9.123942463461759 38.7120847788465, -9.123935360176629 38.712086712961, -9.12392878248211 38.7120895623302, -9.12391696514455 38.7120997927536, -9.12385684090259 38.7121571006214, -9.12385508110294 38.7121594593295, -9.123849083051789 38.7121694388017, -9.123845366007069 38.712177272623, -9.12384039903792 38.712184672617, -9.12383710581409 38.7121885748229, -9.123828737108891 38.7121963869443, -9.123825915500611 38.7121985956472, -9.123769344095599 38.7122507093783, -9.123761603312779 38.7122578394663, -9.12375626462506 38.7122627601519, -9.123749854247171 38.7122688009589, -9.12372866298961 38.712288791414, -9.123715702096719 38.7123010181201, -9.123692268644209 38.7123231247397, -9.123681384656241 38.7123333908782, -9.123680955261531 38.7123337911216, -9.123655209545481 38.7123576108563, -9.12365075300335 38.7123617345532, -9.12363015373557 38.7123807934184, -9.123615601027961 38.7123942572874, -9.123612631197661 38.7123970057163, -9.12360658014587 38.7124026049129, -9.123598567173561 38.712409888494, -9.123581982476781 38.7124249638433, -9.123545642030271 38.7124579933357, -9.12353178192375 38.7124705901147, -9.123521662402091 38.7124795244266, -9.123517810426129 38.7124829282408, -9.12351584581061 38.7124846609896, -9.12351277716559 38.7124873708628, -9.12350216985873 38.7124967362569, -9.12348879394415 38.7125085472642, -9.123459728953129 38.7125342104383, -9.123442914287629 38.7125496208152, -9.12343478183937 38.712557074712, -9.12341796897053 38.7125724836822, -9.123383798853739 38.7126038013891, -9.12336621702701 38.7126197556873, -9.123345663573289 38.7126384086343, -9.123315278957129 38.7126659825471, -9.123300907709201 38.7126790243915, -9.12323345051959 38.7127402409802, -9.12317165900445 38.7127964240155, -9.123105869986279 38.7128562442181, -9.12308266111261 38.7128773462099, -9.123079328362911 38.7128803764008, -9.123063591675759 38.712895176179, -9.123043649076459 38.7129139327941, -9.123022476683539 38.712933845264, -9.12301589023585 38.7129400395213, -9.123002220572189 38.7129528948642, -9.12299320867327 38.7129613699966, -9.122972935493911 38.7129804364122, -9.1229391615342 38.7130122011433, -9.12291001749144 38.7130396108909, -9.122874305865629 38.7130731973501, -9.12284691623262 38.7131021070946, -9.122830179720539 38.7131235258405, -9.12281764385207 38.7131423402567, -9.12280821321691 38.7131622277463, -9.12280724303641 38.7131648212373, -9.122799622627831 38.7131854170569)"
694,3093,102142,Passeio do Sapal,Local,,Percurso Ciclopedonal,Executado,9196,,1ea4c9b8-91d2-4f65-a6fc-d22842895481,111.373147294543,"LINESTRING (-9.091652363731029 38.7881457091423, -9.091536890691129 38.7882844047383, -9.091407929447261 38.7884267418301, -9.091247595440411 38.7885852316303, -9.0911162105419 38.7887152263611, -9.091067405072531 38.7887774378863)"
695,3094,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,9196,,2fe8d959-597f-49a3-8383-056293e51b2a,14.7179304495757,"LINESTRING (-9.151155436847841 38.7385927724014, -9.15128487060556 38.7385717368612)"
696,3096,67033,Praça do Duque de Saldanha,Principal,Central,Pista Ciclável Bidirecional,Executado,9196,,bcec6ecc-63ec-4657-8804-e00e9e27ce9d,177.700845745076,"LINESTRING (-9.14494549108657 38.734240019214, -9.14498531609806 38.7342339599427, -9.14504333850121 38.7342215796934, -9.145099618633139 38.7342050131985, -9.14515116037086 38.7341841683681, -9.14516206322347 38.7341793809304, -9.14518994783946 38.7341659478273, -9.14521677601415 38.7341512638375, -9.14526128240796 38.7341221976197, -9.14530229684333 38.7340901576065, -9.14533949396681 38.7340553979565, -9.145370805423729 38.734019893282, -9.145397945234819 38.7339823572091, -9.145420698347319 38.7339430871665, -9.14543888446817 38.7339023943228, -9.145452131082861 38.7338615041217, -9.14546077461501 38.7338198709168, -9.145464461880049 38.7337867623968, -9.145464881919221 38.733753530773, -9.145462032256409 38.7337203719452, -9.145448394033769 38.733653652177, -9.14544755141403 38.7336506649115, -9.14543433819475 38.7336127511665, -9.14541677404738 38.7335759276774, -9.14539500356315 38.7335404975837, -9.145360182167799 38.7334928273789, -9.145322050628771 38.7334538325842, -9.14527911550163 38.7334180046859, -9.145250321382919 38.7333960818, -9.145218284285511 38.7333770930876, -9.14518210284082 38.7333562010656, -9.14512261370777 38.7333298221988, -9.145088900833469 38.7333186635231)"
697,3105,33443,Avenida de Pádua,Complementar,,Pista Ciclável Unidirecional,Executado,9196,,4d8c80fe-0924-4818-a2ce-2175df75c64a,642.318438149539,"LINESTRING (-9.103627686205989 38.76301817398, -9.10365262253999 38.7630166553949, -9.10385133616902 38.7630054796442, -9.103867911882659 38.7630044835979, -9.103912085638431 38.7630025195234, -9.103995769995381 38.7630017812443, -9.104040746845021 38.7629998500912, -9.104045636122381 38.7629984910079, -9.104050230002411 38.7629966067858, -9.104054436271619 38.7629942352472, -9.104064880238161 38.7629885410045, -9.10407629902253 38.7629841289053, -9.104088435708499 38.7629810982197, -9.104244612312209 38.7629793554883, -9.104435031796241 38.7629779643852, -9.10444719101559 38.7629784282456, -9.10445909315173 38.7629804222632, -9.104470423621819 38.7629838937345, -9.10449904215012 38.7629932574125, -9.104514608030231 38.7629959240893, -9.104530504744661 38.7629968087174, -9.10475793302175 38.7629949181905, -9.104932746972681 38.7629938464949, -9.105167758827429 38.7629926543211, -9.105375715222429 38.7629914964696, -9.10538934779432 38.7629906215724, -9.10540270895323 38.7629883368591, -9.10541555999686 38.762984683147, -9.10543217111479 38.7629778979705, -9.10544998793012 38.7629733371808, -9.105582854150549 38.7629731858825, -9.10580292612377 38.7629729141061, -9.10583549454441 38.7629725218514, -9.105841339432461 38.7629728068195, -9.10584707101005 38.7629737442308, -9.105852570125 38.7629753145976, -9.10585772245779 38.7629774852741, -9.10587030250203 38.762984191378, -9.10588397801143 38.7629894339482, -9.105898470854619 38.762993106362, -9.10591348627738 38.7629951339305, -9.106097584316769 38.7629945546545, -9.106174781939 38.7629944839086, -9.106188692242529 38.7629939878543, -9.106202331456711 38.762991799971, -9.10621536326639 38.762987974207, -9.106227466333809 38.7629826048978, -9.10623685583009 38.7629782081423, -9.10624706100138 38.7629751075148, -9.10625779018315 38.7629733916316, -9.10626873673459 38.7629731095329, -9.10646698323967 38.7629743185179, -9.10657756405454 38.7629749272132, -9.106682764859119 38.7629755723321, -9.10689122700566 38.7629749790468, -9.10711087587242 38.7629758889376, -9.10718607114989 38.7629761207882, -9.107311320555 38.7629765074392, -9.10741703699258 38.7629770229739, -9.107624882894809 38.7629777066178, -9.107849903686979 38.7629779265606, -9.10806421386599 38.7629784273857, -9.108285829144901 38.7629788665709, -9.108487712928589 38.7629788973909, -9.108708119075141 38.7629799179535, -9.108746513070381 38.7629805028332, -9.10881336002037 38.7629807400364, -9.10887981402759 38.7629863883119, -9.10894515663084 38.7629973865924, -9.108997236308809 38.7630096792953, -9.10904778447974 38.7630253851138, -9.10909643399147 38.7630443899678, -9.10914283148254 38.7630665558146, -9.10918663994889 38.7630917216518, -9.109210549962199 38.7631110391247, -9.10923060238007 38.7631328628315, -9.10924637072876 38.7631567286247, -9.109265449148751 38.7631912007112)"
698,3106,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,e03dc098-8ab7-446d-be36-229496f9b45a,19.1176031476457,"LINESTRING (-9.149761335070229 38.7376340623086, -9.14959311205854 38.7376610197681)"
699,3112,5968,Passeio dos Heróis do Mar,Local,,Percurso Ciclopedonal,Executado,9196,,fe6e0e76-3b0a-47f7-bcf2-94802ff35fa7,159.660382377393,"LINESTRING (-9.09233222041615 38.7802274908162, -9.092033190122679 38.7791339748539)"
700,3113,5944,Passeio dos Jacarandás,Local,,Percurso Ciclopedonal,Executado,9196,,c3a17b13-6d34-4637-9cbd-96e57dc927bd,125.603346202134,"LINESTRING (-9.094400164658079 38.7815007383885, -9.09438909382051 38.7823802568322)"
701,3137,102142,Passeio do Sapal,Local,,Percurso Ciclopedonal,Executado,9196,,86b77d49-c1c5-47b0-a37f-1562f6aa6e99,214.200602844219,"LINESTRING (-9.090860218533701 38.7942143535841, -9.09087289196575 38.7942977138613, -9.090876711602309 38.7944142371679, -9.090897894775029 38.7944794039345, -9.0909302880242 38.7945391816267, -9.090992037318509 38.7946004820826, -9.09106511526686 38.7946652236917, -9.09111762628679 38.794710708507, -9.09115441589095 38.7947616200993, -9.091186952870521 38.7948319914039, -9.0912107483441 38.7949236266267, -9.091299347383931 38.7953043483232, -9.09133005449528 38.7954065234919, -9.091369785183669 38.7955086242999, -9.09145680768019 38.7956032727314)"
702,3143,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,9196,,02e4edeb-8a3e-4ee7-89ae-bdfc2b3c8833,290.965094292677,"LINESTRING (-9.185779668171 38.7682272217136, -9.185868958015289 38.7683135211463, -9.186018664054011 38.7684317020456, -9.186219422248641 38.7685475308056, -9.18639924161233 38.7686244557068, -9.186609886665011 38.7686849771882, -9.18677571117488 38.768733472781, -9.18716963230842 38.7688007151857, -9.187514938415431 38.768824979056, -9.18816384544408 38.7687745623341)"
703,3146,34187,Avenida da Liberdade,Principal,Central,30+Bici,Executado,9196,,83228ad5-c4b0-406a-b32a-78ce88b78a52,116.362603627764,"LINESTRING (-9.147506469383989 38.7217943116401, -9.14810421196729 38.7224633490814)"
704,3162,,Parque da Bela Vista - Parque hortícola de Chelas,Principal,Benfica - Braço de Prata,Percurso Ciclopedonal,Executado,9196,,7b76d58d-3130-4c66-9da0-66ed689458b4,284.001713327461,"LINESTRING (-9.124073198342121 38.7446800002072, -9.12435006450257 38.7448657129107, -9.124938631693579 38.7455604420382, -9.12490226250099 38.7456267162959, -9.12483102699726 38.7456466329619, -9.125253660982249 38.7463104803486)"
705,3163,67034,Avenida Fontes Pereira de Melo,Principal,Central,Pista Ciclável Unidirecional,Executado,9196,,fa0dac85-bdb4-4872-9493-a1ec10b29811,340.798175254877,"LINESTRING (-9.14937525173753 38.7261292676641, -9.149359860901759 38.7261534535331, -9.149264612532191 38.7263075221822, -9.14917499749774 38.7264515997071, -9.14916698872123 38.726460909776, -9.149157403538799 38.7264692642435, -9.14914642689385 38.726476501913, -9.149134270577701 38.7264824831359, -9.14912472654027 38.7264886482621, -9.14911666745089 38.726495991146, -9.149110328678759 38.7265042973352, -9.14903154283509 38.7266342783444, -9.149007762632889 38.7266738097025, -9.149005095039 38.7266883447092, -9.14900513416235 38.726703027909, -9.14900537736276 38.7267135377874, -9.149003609177489 38.7267239584726, -9.1489998691365 38.7267340569977, -9.148884240688069 38.7269212593331, -9.14876969381122 38.7271042822672, -9.148713979399 38.7271973416386, -9.148589533986071 38.7274076377534, -9.148465799140499 38.7276133808408, -9.14843705125479 38.7276621398095, -9.14842288931435 38.7276867750738, -9.148299014331601 38.7278940058546, -9.148284355622801 38.7279184693432, -9.148176691637669 38.7280959169849, -9.148162135336801 38.7281202773872, -9.14806478311286 38.7282783118005)"
706,3167,33370,Alameda da Encarnação,Local,,30+Bici,Executado,9196,,64f772a4-b823-40ad-adbc-b2e1ae1ecff6,65.8581631436441,"LINESTRING (-9.11950824393584 38.7720599998462, -9.11913311376143 38.7722981279588, -9.119049467133729 38.7723512259806)"
707,3170,67040,Rua Pinheiro Chagas,Local,,30+Bici,Executado,9196,,364c84ff-13d6-486c-bb20-808778f3a1f2,71.8821935097251,"LINESTRING (-9.1522106635576 38.7349232609409, -9.151651372461689 38.7346715099009)"
708,3176,33370,Alameda da Encarnação,Local,,30+Bici,Executado,9196,,ce0c33ad-ef1c-4e7c-bfa2-66b3109a4c65,96.3046186173101,"LINESTRING (-9.12019492961376 38.7716497448018, -9.11978039394107 38.771897407683, -9.11950824393584 38.7720599998462)"
709,3177,67176,Avenida do Colégio Militar,Local,,Pista Ciclável Bidirecional,Executado,9196,,aa792c6f-b5c5-4478-8196-cfe5715b607f,341.549117965362,"LINESTRING (-9.1904941184102 38.7489891056654, -9.190521072357409 38.7489972685864, -9.19054894259199 38.7490032751386, -9.19102027784179 38.7490865271299, -9.19103708936785 38.7490906897329, -9.191052764040149 38.749096997715, -9.191066855489259 38.7491052714428, -9.191071489897819 38.7491097033809, -9.191142791876871 38.7491778967636, -9.191157553891941 38.749278261146, -9.1911574546843 38.7492991004838, -9.191154782589299 38.7493198355002, -9.191148549179539 38.7493588421736, -9.1911454967042 38.7493921460386, -9.191144730441239 38.7494094155336, -9.19109993235636 38.7500202485452, -9.191087239161369 38.750187761697, -9.19105919555485 38.7505704996033, -9.191059307781339 38.750574877624, -9.19106029683102 38.7505791880486, -9.191062138348791 38.7505833247341, -9.19106478698777 38.7505871858157, -9.19106817752591 38.7505906762154, -9.1910722264721 38.750593709983, -9.191076834122111 38.7505962124129, -9.19108188701378 38.7505981218835, -9.19108726072097 38.7505993913745, -9.191215888689859 38.7506212990916, -9.19122769614594 38.7506233104455, -9.19124412723081 38.7506259432101, -9.191254215949071 38.7506282841933, -9.19126374143452 38.750631776944, -9.19127248889053 38.7506363427019, -9.191280261064801 38.7506418785102, -9.19132355267498 38.7506776954417, -9.19135056735762 38.7506966075771, -9.191381242499279 38.7507117480096, -9.191414721794841 38.7507226940925, -9.191495577356919 38.7507431116491, -9.191499085085781 38.7507442447759, -9.191502322711489 38.7507457914156, -9.191505210704531 38.7507477135762, -9.19150767812385 38.7507499640413, -9.19150966435938 38.7507524875304, -9.191511120620961 38.7507552220559, -9.19151201113676 38.7507581004466, -9.191516403000159 38.7507794112256)"
710,3179,33395,Avenida Paulo VI,Complementar,,Pista Ciclável Unidirecional,Executado,9196,,775b9d2e-aa66-4513-adb1-2c80cbcf38a8,1242.69915709874,"LINESTRING (-9.11402001994518 38.7412392175902, -9.11403064438497 38.7412555266948, -9.1140385638676 38.7412727459531, -9.1140477547749 38.7412995341575, -9.114053427239281 38.7413269097399, -9.11405552316187 38.7413545923119, -9.114051598513971 38.7413878724819, -9.114042831419511 38.7414205860733, -9.11402933637301 38.7414523058615, -9.114004346862609 38.7414871277981, -9.11397350158652 38.7415189657948, -9.11394435380825 38.741541466659, -9.11391230745105 38.7415614261038, -9.113737373125881 38.7416539376407, -9.113525288073809 38.7417670184226, -9.113348381048279 38.7418616604063, -9.11331065694387 38.7418857487195, -9.113274317648051 38.7419110991006, -9.113259606836991 38.741922018209, -9.11318964270791 38.7419720759008, -9.113122234667079 38.7420242236169, -9.11302382782098 38.7421051288292, -9.11300608968739 38.7421210071758, -9.11300135177413 38.7421269400844, -9.11299786019563 38.7421333774056, -9.11299570067113 38.742140161101, -9.11298832467739 38.7421575324996, -9.11297729149601 38.7421736820343, -9.112893740988071 38.7422703918215, -9.11277621350111 38.7424067271263, -9.11266813988424 38.7425328199904, -9.11263277770307 38.7425729184892, -9.11260108636103 38.742610302272, -9.11256744323247 38.7426466336663, -9.11248866188035 38.742738576268, -9.112431835353799 38.7427984765039, -9.11241006737783 38.7428219357577, -9.11240567371776 38.742826692488, -9.112384707039039 38.742844979517, -9.11235549741926 38.7428634893487, -9.11228913473713 38.7429040721553, -9.11222022609938 38.7429419859145, -9.112148947786 38.7429771336405, -9.11210181928513 38.7429963959092, -9.112053588923651 38.7430139206146, -9.11196342861184 38.7430458688782, -9.11174285717529 38.74313203341, -9.11148146539391 38.7432372624864, -9.111424453527381 38.7432620686636, -9.11136865136725 38.7432884952886, -9.11132253779583 38.7433102165332, -9.111277972727549 38.7433338222959, -9.11121983653509 38.7433703690426, -9.11116559093105 38.7434103896029, -9.1111155761888 38.7434536329291, -9.11107568312533 38.7434913186902, -9.11103872172299 38.7435307810613, -9.111005156860781 38.7435725273942, -9.11097497078037 38.7436158146742, -9.110948279340191 38.743660476756, -9.110927683784229 38.7437000080477, -9.110909195438801 38.7437401680011, -9.11088896873369 38.7438019995514, -9.11087193601576 38.7438644137193, -9.110857317957359 38.7439208113955, -9.110845481528941 38.7439776045046, -9.110822724507869 38.7440941014312, -9.11080061157881 38.7442023572519, -9.110779194844151 38.744309156282, -9.11076146210041 38.7443986585259, -9.11073497527426 38.7445328920637, -9.110712554223101 38.7446517702422, -9.11068725317312 38.7447825884172, -9.11066076275371 38.7449155614968, -9.11063422472359 38.7450449604113, -9.11060946266277 38.745170768365, -9.11058178287394 38.7453056583411, -9.11055529514946 38.7454388707616, -9.11054423740738 38.7454981903562, -9.11053134606397 38.745557284318, -9.11050571084073 38.7456859597257, -9.110479527645129 38.7458108725547, -9.11047424914452 38.7458337521041, -9.110447966235951 38.7459150047125, -9.11042155635721 38.7459794436751, -9.11038944279181 38.7460422873416, -9.11034761242013 38.7461074811214, -9.110300191575091 38.7461703039933, -9.11025457408245 38.7462194184385, -9.110204715931751 38.74626595814, -9.110154789364859 38.7463095141959, -9.110024088084311 38.7464307077587, -9.109892410335 38.7465521855659, -9.109855435677909 38.7465858613659, -9.109709709175901 38.7467236436069, -9.10962577329067 38.7468024143302, -9.109595774051771 38.7468309033724, -9.10954881102704 38.7468755008949, -9.109498159519729 38.7469222751922, -9.10947741831815 38.7469412764973, -9.109407133231979 38.7470040085826, -9.10932275986727 38.7470881302614, -9.10918003822985 38.7472121235394, -9.10908684520567 38.7472967949508, -9.109004955682661 38.7473623046346, -9.10899025039047 38.7473764015479, -9.10897704862006 38.7473913763591, -9.10892613929625 38.7474523383153, -9.108900186069381 38.7474909263455, -9.108875017674009 38.7475344945743, -9.10885287845506 38.7475790518853, -9.108833832010941 38.7476244702789, -9.108820545444029 38.747661150102, -9.108811180991029 38.7476985592682, -9.108808213855649 38.7477100078493, -9.10879290566491 38.7477704342719, -9.108786739628799 38.7478763052708, -9.108787512179941 38.7480089734319, -9.108788229448329 38.748067073989, -9.10879133181653 38.7481251267921, -9.108791859127599 38.7482514862949, -9.10879211904955 38.7482915693317, -9.10879547035503 38.7483315675535, -9.10879657079127 38.7483399754358)"
